"CountyName","LocationName","Data_Value","geometry"
"Alameda",6001406800,0.195,"POINT (-122.1949575 37.7978944)"
"Alameda",6001408000,0.186,"POINT (-122.1828718 37.8029603)"
"Alameda",6001421200,0.171,"POINT (-122.2746996 37.8963668)"
"Alameda",6001422901,0.17,"POINT (-122.2678632 37.8657427)"
"Alameda",6001436800,0.219,"POINT (-122.0944503 37.6535732)"
"Alameda",6001440338,0.142,"POINT (-122.0142011 37.5882461)"
"Alameda",6001441701,0.178,"POINT (-122.0150386 37.5479521)"
"Alameda",6001450601,0.167,"POINT (-121.9307574 37.6532669)"
"Contra Costa",6013303106,0.34,"POINT (-121.6618676 37.9366457)"
"Contra Costa",6013303208,0.278,"POINT (-121.7305687 37.93548)"
"Contra Costa",6013337100,0.284,"POINT (-122.01491 37.9572626)"
"Contra Costa",6013340003,0.272,"POINT (-122.0889917 37.9182611)"
"Contra Costa",6013352101,0.227,"POINT (-122.095332 37.8450705)"
"Contra Costa",6013355118,0.291,"POINT (-121.8103813 37.961197)"
"Contra Costa",6013359104,0.268,"POINT (-122.2780117 38.0095232)"
"Contra Costa",6013389200,0.246,"POINT (-122.3052141 37.9010521)"
"Contra Costa",6013390100,0.243,"POINT (-122.2934883 37.9139339)"
"Fresno",6019004302,0.313,"POINT (-119.8330956 36.8318003)"
"Fresno",6019005203,0.4,"POINT (-119.7634014 36.7832086)"
"Humboldt",6023000100,0.356,"POINT (-124.1718104 40.8040475)"
"Humboldt",6023010200,0.304,"POINT (-124.0324312 41.1893421)"
"Humboldt",6023010300,0.306,"POINT (-123.8880328 40.9265216)"
"Humboldt",6023011200,0.309,"POINT (-124.1963951 40.3609851)"
"Los Angeles",6037104105,0.292,"POINT (-118.4046859 34.276148)"
"Los Angeles",6037104404,0.324,"POINT (-118.4286916 34.2639207)"
"Los Angeles",6037104821,0.31,"POINT (-118.4162955 34.2465705)"
"Los Angeles",6037106010,0.267,"POINT (-118.4434033 34.3253415)"
"Los Angeles",6037111204,0.202,"POINT (-118.5471995 34.262647)"
"Los Angeles",6037113213,0.227,"POINT (-118.607847 34.2515)"
"Los Angeles",6037117405,0.356,"POINT (-118.4702311 34.2337311)"
"Los Angeles",6037120020,0.302,"POINT (-118.4548516 34.2188235)"
"Los Angeles",6037121210,0.27,"POINT (-118.4049441 34.241882)"
"Los Angeles",6037124500,0.268,"POINT (-118.4267703 34.1722741)"
"Los Angeles",6037127805,0.313,"POINT (-118.4576889 34.1921963)"
"Los Angeles",6037131024,0.267,"POINT (-118.539496 34.1966625)"
"Los Angeles",6037132502,0.275,"POINT (-118.5469513 34.1911391)"
"Los Angeles",6037139704,0.217,"POINT (-118.5137935 34.1351431)"
"Los Angeles",6037141101,0.235,"POINT (-118.4243044 34.151167)"
"Los Angeles",6037199120,0.304,"POINT (-118.1996896 34.0700703)"
"Los Angeles",6037201200,0.291,"POINT (-118.1785472 34.0887085)"
"Los Angeles",6037205110,0.353,"POINT (-118.2142985 34.0245059)"
"Los Angeles",6037206202,0.292,"POINT (-118.2403201 34.0467318)"
"Los Angeles",6037209103,0.386,"POINT (-118.2640302 34.05711)"
"Los Angeles",6037210010,0.31,"POINT (-118.2723098 34.0468502)"
"Los Angeles",6037211000,0.201,"POINT (-118.3317418 34.0677859)"
"Los Angeles",6037212502,0.21,"POINT (-118.3069674 34.0586417)"
"Los Angeles",6037221601,0.328,"POINT (-118.2959265 34.0348166)"
"Los Angeles",6037222600,0.27,"POINT (-118.295871 34.0218424)"
"Los Angeles",6037224410,0.266,"POINT (-118.2799794 34.0351369)"
"Los Angeles",6037231602,0.314,"POINT (-118.298033 34.0072718)"
"Los Angeles",6037232402,0.346,"POINT (-118.3135729 33.998535)"
"Los Angeles",6037242300,0.35,"POINT (-118.2461145 33.948506)"
"Los Angeles",6037265524,0.197,"POINT (-118.4453207 34.0508513)"
"Los Angeles",6037265601,0.216,"POINT (-118.4327259 34.0558599)"
"Los Angeles",6037271100,0.226,"POINT (-118.4268131 34.0339126)"
"Los Angeles",6037271901,0.207,"POINT (-118.4231336 34.0131825)"
"Los Angeles",6037275311,0.221,"POINT (-118.4233089 33.9882746)"
"Los Angeles",6037278102,0.215,"POINT (-118.4523916 33.9583368)"
"Los Angeles",6037293205,0.278,"POINT (-118.3038904 33.8183565)"
"Los Angeles",6037294510,0.34,"POINT (-118.271694 33.7865877)"
"Los Angeles",6037400207,0.231,"POINT (-117.7779112 34.1348083)"
"Los Angeles",6037400801,0.227,"POINT (-117.8808668 34.1368076)"
"Los Angeles",6037401602,0.268,"POINT (-117.7639868 34.1060811)"
"Los Angeles",6037402406,0.302,"POINT (-117.7827824 34.0670404)"
"Los Angeles",6037404701,0.266,"POINT (-117.9962625 34.0721312)"
"Los Angeles",6037405702,0.254,"POINT (-117.9121006 34.0921945)"
"Los Angeles",6037408003,0.235,"POINT (-117.9158494 34.045598)"
"Los Angeles",6037430600,0.152,"POINT (-118.0470542 34.1553775)"
"Los Angeles",6037431002,0.237,"POINT (-117.9844264 34.144709)"
"Los Angeles",6037433506,0.327,"POINT (-118.062176 34.0567584)"
"Los Angeles",6037463300,0.204,"POINT (-118.102524 34.1392218)"
"Los Angeles",6037480602,0.202,"POINT (-118.161353 34.1193308)"
"Los Angeles",6037480704,0.196,"POINT (-118.1537051 34.10578)"
"Los Angeles",6037481103,0.194,"POINT (-118.0983355 34.093458)"
"Los Angeles",6037481711,0.163,"POINT (-118.1198426 34.0661708)"
"Los Angeles",6037482102,0.174,"POINT (-118.1328703 34.050659)"
"Los Angeles",6037500700,0.303,"POINT (-118.0983071 34.0000986)"
"Los Angeles",6037503602,0.225,"POINT (-117.9990386 33.9114235)"
"Los Angeles",6037504101,0.281,"POINT (-118.033316 33.9099095)"
"Los Angeles",6037530301,0.318,"POINT (-118.155189 34.0294615)"
"Los Angeles",6037530603,0.295,"POINT (-118.1734507 34.053334)"
"Los Angeles",6037533401,0.31,"POINT (-118.1935822 33.993662)"
"Los Angeles",6037533806,0.322,"POINT (-118.170644 33.9704698)"
"Los Angeles",6037534302,0.349,"POINT (-118.1740888 33.9585722)"
"Los Angeles",6037535501,0.351,"POINT (-118.2221109 33.961166)"
"Los Angeles",6037535803,0.319,"POINT (-118.2100618 33.9480872)"
"Los Angeles",6037543322,0.299,"POINT (-118.2569604 33.8525481)"
"Los Angeles",6037550902,0.28,"POINT (-118.1251864 33.9477159)"
"Los Angeles",6037552002,0.272,"POINT (-118.0876278 33.9131184)"
"Los Angeles",6037554517,0.162,"POINT (-118.0548905 33.8623366)"
"Los Angeles",6037570504,0.328,"POINT (-118.1793689 33.8710042)"
"Los Angeles",6037571505,0.251,"POINT (-118.1723747 33.8472309)"
"Los Angeles",6037572201,0.26,"POINT (-118.1953378 33.81618)"
"Los Angeles",6037573201,0.308,"POINT (-118.1853159 33.800619)"
"Los Angeles",6037601001,0.338,"POINT (-118.3486875 33.9643251)"
"Los Angeles",6037601600,0.306,"POINT (-118.3638535 33.9348)"
"Los Angeles",6037603703,0.249,"POINT (-118.3395521 33.898257)"
"Los Angeles",6037604200,0.315,"POINT (-118.3311233 33.9314946)"
"Los Angeles",6037700901,0.22,"POINT (-118.3853968 34.064565)"
"Los Angeles",6037701402,0.236,"POINT (-118.503319 34.0190747)"
"Los Angeles",6037701602,0.235,"POINT (-118.4754273 34.0350094)"
"Los Angeles",6037901012,0.278,"POINT (-118.2243853 34.6784987)"
"Los Angeles",6037910214,0.264,"POINT (-118.1753866 34.595584)"
"Los Angeles",6037920039,0.26,"POINT (-118.4402442 34.4232114)"
"Los Angeles",6037920046,0.268,"POINT (-118.4492578 34.415428)"
"Los Angeles",6037920050,0.282,"POINT (-118.4200953 34.5455874)"
"Los Angeles",6037920339,0.206,"POINT (-118.613469 34.4144203)"
"Los Angeles",6037980033,0.414,"POINT (-118.2203101 33.7443155)"
"Madera",6039000513,0.319,"POINT (-120.1811155 36.9737665)"
"Mariposa",6043000101,0.312,"POINT (-120.1610355 37.5593266)"
"Mariposa",6043000200,0.325,"POINT (-120.1089266 37.6729487)"
"Mendocino",6045011003,0.276,"POINT (-123.7650258 39.3756995)"
"Mendocino",6045011800,0.31,"POINT (-123.1194447 38.9361372)"
"Merced",6047000403,0.334,"POINT (-120.8415795 37.4249828)"
"Merced",6047001801,0.25,"POINT (-120.4370181 37.3433213)"
"Monterey",6053000105,0.276,"POINT (-121.6399562 36.7114943)"
"Monterey",6053001400,0.315,"POINT (-121.6639509 36.6706218)"
"Monterey",6053010306,0.34,"POINT (-121.7175784 36.7510823)"
"Monterey",6053014202,0.3,"POINT (-121.7902463 36.6807321)"
"Orange",6059011708,0.258,"POINT (-117.8785247 33.8930103)"
"Orange",6059021810,0.256,"POINT (-117.8350581 33.8842982)"
"Orange",6059021903,0.242,"POINT (-117.8127665 33.8517027)"
"Orange",6059032020,0.263,"POINT (-117.6438225 33.6059752)"
"Orange",6059042111,0.241,"POINT (-117.6267181 33.4676404)"
"Orange",6059042312,0.306,"POINT (-117.6615037 33.5068418)"
"Orange",6059042339,0.276,"POINT (-117.6965196 33.4800979)"
"Orange",6059052431,0.181,"POINT (-117.7529852 33.6994791)"
"Orange",6059075805,0.31,"POINT (-117.8367135 33.7931874)"
"Orange",6059088201,0.267,"POINT (-117.9631284 33.7958279)"
"Orange",6059099222,0.212,"POINT (-117.9678007 33.7375621)"
"Orange",6059110102,0.214,"POINT (-118.0450025 33.8416603)"
"Orange",6059110201,0.241,"POINT (-118.0152633 33.8355721)"
"Orange",6059110301,0.228,"POINT (-118.0275965 33.8534449)"
"Placer",6061021037,0.238,"POINT (-121.3199082 38.7668123)"
"Placer",6061022200,0.243,"POINT (-120.1846313 39.1853773)"
"Riverside",6065030103,0.375,"POINT (-117.3656092 33.9928507)"
"Riverside",6065030400,0.385,"POINT (-117.3677234 33.9711743)"
"Riverside",6065040203,0.43,"POINT (-117.4072103 33.9943481)"
"Riverside",6065040405,0.346,"POINT (-117.460654 33.9891664)"
"Riverside",6065040609,0.271,"POINT (-117.6312525 33.911488)"
"Riverside",6065040902,0.32,"POINT (-117.5081994 33.9263666)"
"Riverside",6065042719,0.372,"POINT (-117.1606974 33.7976037)"
"Riverside",6065042728,0.355,"POINT (-117.1724338 33.7304367)"
"Riverside",6065042741,0.332,"POINT (-117.1983059 33.7161589)"
"Riverside",6065042746,0.39,"POINT (-117.2196889 33.797845)"
"Riverside",6065043217,0.311,"POINT (-117.1367221 33.5297703)"
"Riverside",6065043519,0.331,"POINT (-117.020487 33.7371433)"
"Riverside",6065043818,0.313,"POINT (-116.9514019 33.937452)"
"Riverside",6065044807,0.317,"POINT (-116.4918638 33.7049491)"
"Riverside",6065044931,0.347,"POINT (-116.449434 33.8196032)"
"Riverside",6065045122,0.289,"POINT (-116.3232926 33.7190019)"
"Riverside",6065045129,0.344,"POINT (-116.2807908 33.6936573)"
"Riverside",6065048800,0.367,"POINT (-117.2215776 33.870565)"
"Riverside",6065049001,0.328,"POINT (-117.1985028 33.878966)"
"Riverside",6065050701,0.316,"POINT (-117.149645 33.6151757)"
"Riverside",6065940600,0.277,"POINT (-116.4318499 33.8257929)"
"Sacramento",6067002600,0.322,"POINT (-121.4817038 38.5543039)"
"Sacramento",6067003102,0.349,"POINT (-121.435958 38.5287426)"
"Sacramento",6067004602,0.438,"POINT (-121.4600558 38.5176604)"
"Sacramento",6067005204,0.333,"POINT (-121.385415 38.5497903)"
"Sacramento",6067005301,0.45,"POINT (-121.4843792 38.5919142)"
"Sacramento",6067007011,0.364,"POINT (-121.5075882 38.617466)"
"Sacramento",6067007436,0.291,"POINT (-121.3282919 38.7180234)"
"Sacramento",6067007602,0.33,"POINT (-121.337078 38.6317814)"
"Sacramento",6067008507,0.31,"POINT (-121.1293034 38.6506226)"
"Sacramento",6067008909,0.349,"POINT (-121.3242593 38.5972308)"
"Sacramento",6067009504,0.395,"POINT (-121.2975665 38.2467506)"
"Sacramento",6067009601,0.342,"POINT (-121.4730627 38.4662262)"
"Sacramento",6067009643,0.326,"POINT (-121.4371081 38.4287943)"
"Sacramento",6067009650,0.247,"POINT (-121.3931602 38.4016323)"
"San Bernardino",6071000501,0.324,"POINT (-117.7068158 34.0262232)"
"San Bernardino",6071000901,0.336,"POINT (-117.6395703 34.1030014)"
"San Bernardino",6071001704,0.38,"POINT (-117.6597588 34.0362371)"
"San Bernardino",6071002029,0.305,"POINT (-117.5670798 34.1309825)"
"San Bernardino",6071002610,0.325,"POINT (-117.453897 34.0460383)"
"San Bernardino",6071006101,0.362,"POINT (-117.2622698 34.156016)"
"San Bernardino",6071008710,0.373,"POINT (-117.049096 34.0257035)"
"San Bernardino",6071009721,0.413,"POINT (-117.197475 34.4878822)"
"San Diego",6073000902,0.256,"POINT (-117.1444293 32.7518453)"
"San Diego",6073008101,0.224,"POINT (-117.2778263 32.8329093)"
"San Diego",6073008306,0.204,"POINT (-117.2264968 32.8472292)"
"San Diego",6073008501,0.239,"POINT (-117.2237844 32.8318579)"
"San Diego",6073008902,0.244,"POINT (-117.1785432 32.7638332)"
"San Diego",6073009705,0.228,"POINT (-117.0733912 32.7850586)"
"San Diego",6073010001,0.253,"POINT (-117.0554425 32.5868141)"
"San Diego",6073012700,0.313,"POINT (-117.0851714 32.6340734)"
"San Diego",6073013317,0.225,"POINT (-116.994166 32.6028981)"
"San Diego",6073013424,0.257,"POINT (-116.962952 32.6551123)"
"San Diego",6073013801,0.281,"POINT (-117.0086232 32.7481001)"
"San Diego",6073013905,0.256,"POINT (-116.9900857 32.7222294)"
"San Diego",6073013906,0.299,"POINT (-117.0071411 32.726874)"
"San Diego",6073014701,0.253,"POINT (-117.0376533 32.7643296)"
"San Diego",6073016301,0.306,"POINT (-116.9564865 32.8030908)"
"San Diego",6073017039,0.204,"POINT (-117.0873619 32.9525167)"
"San Diego",6073017811,0.232,"POINT (-117.3081459 33.1143653)"
"San Diego",6073018101,0.271,"POINT (-117.360749 33.1813377)"
"San Diego",6073018903,0.327,"POINT (-117.2419668 33.3971255)"
"San Diego",6073019210,0.302,"POINT (-117.2190949 33.221772)"
"San Diego",6073019305,0.245,"POINT (-117.2712503 33.2196616)"
"San Diego",6073019501,0.322,"POINT (-117.249596 33.2084723)"
"San Diego",6073020021,0.28,"POINT (-117.1773755 33.1511693)"
"San Diego",6073020207,0.33,"POINT (-117.0539736 33.1334579)"
"San Diego",6073020211,0.311,"POINT (-117.064014 33.1335058)"
"San Diego",6073020304,0.231,"POINT (-117.1309202 33.174934)"
"San Diego",6073020404,0.245,"POINT (-117.1011926 33.097066)"
"San Diego",6073021102,0.326,"POINT (-116.3278053 32.7398041)"
"San Diego",6073021600,0.223,"POINT (-117.1496126 32.6565486)"
"San Francisco",6075010401,0.163,"POINT (-122.410688 37.8027796)"
"San Francisco",6075011200,0.161,"POINT (-122.4127333 37.7929713)"
"San Francisco",6075013401,0.188,"POINT (-122.4383313 37.790159)"
"San Francisco",6075015201,0.171,"POINT (-122.4269759 37.7883324)"
"San Francisco",6075017804,0.188,"POINT (-122.4067243 37.7776291)"
"San Francisco",6075022802,0.213,"POINT (-122.4062337 37.7589131)"
"San Francisco",6075023003,0.183,"POINT (-122.3958349 37.7326749)"
"San Francisco",6075025502,0.179,"POINT (-122.4333557 37.7304262)"
"San Francisco",6075031401,0.164,"POINT (-122.4571078 37.7128911)"
"San Francisco",6075035101,0.17,"POINT (-122.4993329 37.7616792)"
"San Francisco",6075042601,0.168,"POINT (-122.481191 37.7831223)"
"San Francisco",6075047802,0.158,"POINT (-122.497393 37.779204)"
"San Joaquin",6077000102,0.462,"POINT (-121.2858947 37.9559478)"
"San Joaquin",6077001600,0.412,"POINT (-121.2685355 37.9651247)"
"San Joaquin",6077003311,0.384,"POINT (-121.3162854 38.0349259)"
"San Joaquin",6077004800,0.361,"POINT (-121.036745 37.9808644)"
"San Joaquin",6077005212,0.269,"POINT (-121.4654928 37.7311668)"
"San Mateo",6081608400,0.2,"POINT (-122.2787295 37.5436595)"
"San Mateo",6081608600,0.21,"POINT (-122.2736047 37.5263341)"
"San Mateo",6081609700,0.213,"POINT (-122.280853 37.4681137)"
"San Mateo",6081611200,0.233,"POINT (-122.2345971 37.4564914)"
"San Mateo",6081611400,0.197,"POINT (-122.2147667 37.4463)"
"San Mateo",6081611600,0.215,"POINT (-122.1706968 37.4748009)"
"Santa Barbara",6083000806,0.362,"POINT (-119.6764178 34.4232883)"
"Santa Barbara",6083001206,0.343,"POINT (-119.6958761 34.4083748)"
"Santa Barbara",6083001208,0.3,"POINT (-119.710835 34.39838)"
"Santa Barbara",6083002310,0.351,"POINT (-120.4399983 34.9714003)"
"Santa Barbara",6083002710,0.383,"POINT (-120.4623085 34.6430814)"
"Santa Clara",6085502002,0.285,"POINT (-121.9209269 37.319403)"
"Santa Clara",6085503127,0.214,"POINT (-121.8568775 37.2858514)"
"Santa Clara",6085503218,0.302,"POINT (-121.8299569 37.2804873)"
"Santa Clara",6085507206,0.213,"POINT (-121.985561 37.2436526)"
"Santa Clara",6085507806,0.145,"POINT (-122.0408528 37.3285223)"
"Santa Clara",6085507905,0.154,"POINT (-122.02812 37.3026087)"
"Santa Clara",6085508204,0.18,"POINT (-122.0178787 37.344548)"
"Santa Clara",6085508510,0.196,"POINT (-122.0177173 37.3603463)"
"Santa Clara",6085508705,0.166,"POINT (-122.017895 37.3703845)"
"Santa Clara",6085510802,0.209,"POINT (-122.1103922 37.4144228)"
"Santa Cruz",6087100400,0.227,"POINT (-122.0592266 36.9921666)"
"Santa Cruz",6087110402,0.304,"POINT (-121.7781198 36.9120624)"
"Santa Cruz",6087121801,0.278,"POINT (-121.9431108 36.976738)"
"Santa Cruz",6087122202,0.254,"POINT (-121.8737745 36.9631328)"
"Santa Cruz",6087123100,0.322,"POINT (-121.7817391 36.9594832)"
"Shasta",6089010400,0.297,"POINT (-122.3786783 40.5512552)"
"Siskiyou",6093000600,0.319,"POINT (-122.9225125 41.6979555)"
"Solano",6095253106,0.327,"POINT (-121.9660442 38.3417498)"
"Sonoma",6097153301,0.302,"POINT (-122.7695059 38.3918573)"
"Stanislaus",6099000202,0.332,"POINT (-120.8604232 37.7546895)"
"Stanislaus",6099000304,0.38,"POINT (-120.92838 37.7231138)"
"Stanislaus",6099000805,0.36,"POINT (-121.0216421 37.6765026)"
"Stanislaus",6099002801,0.355,"POINT (-120.6257522 37.6846101)"
"Stanislaus",6099003501,0.359,"POINT (-121.0227731 37.3241957)"
"Tulare",6107001602,0.398,"POINT (-119.2187114 36.2795602)"
"Tulare",6107003201,0.416,"POINT (-119.3444282 36.0473536)"
"Tuolumne",6109004102,0.265,"POINT (-120.3380353 37.9742408)"
"Ventura",6111001102,0.298,"POINT (-119.2817012 34.4174275)"
"Ventura",6111001801,0.268,"POINT (-119.2288045 34.2798973)"
"Ventura",6111003901,0.348,"POINT (-119.1747494 34.1826183)"
"Ventura",6111007406,0.244,"POINT (-118.776476 34.1919046)"
"Ventura",6111007507,0.243,"POINT (-118.8089778 34.2377255)"
"Ventura",6111007612,0.281,"POINT (-118.906726 34.2752843)"
"Alameda",6001422200,0.191,"POINT (-122.2878171 37.8728828)"
"Alameda",6001403100,0.195,"POINT (-122.2755012 37.8022741)"
"Alameda",6001421500,0.183,"POINT (-122.2594986 37.8917124)"
"Alameda",6001401400,0.287,"POINT (-122.273409 37.8207423)"
"Alameda",6001437000,0.207,"POINT (-122.1015751 37.647144)"
"Alameda",6001435400,0.244,"POINT (-122.08317 37.6739167)"
"Alameda",6001436404,0.205,"POINT (-122.0592186 37.6737235)"
"Alameda",6001422902,0.217,"POINT (-122.2698172 37.8687746)"
"Alameda",6001400900,0.241,"POINT (-122.2802601 37.8394083)"
"Alameda",6001402700,0.253,"POINT (-122.2770981 37.8103325)"
"Alameda",6001409500,0.315,"POINT (-122.1837659 37.7504463)"
"Alameda",6001406601,0.234,"POINT (-122.2079606 37.7936093)"
"Alameda",6001421900,0.191,"POINT (-122.2896362 37.8794472)"
"Alameda",6001431200,0.21,"POINT (-122.0834504 37.6871184)"
"Alameda",6001420302,0.181,"POINT (-122.3181164 37.8906499)"
"Alameda",6001420402,0.181,"POINT (-122.3141636 37.886211)"
"Alameda",6001431100,0.228,"POINT (-122.0672905 37.6881137)"
"Alameda",6001428600,0.177,"POINT (-122.2738461 37.766273)"
"Alameda",6001421300,0.182,"POINT (-122.2812606 37.8910377)"
"Alameda",6001436700,0.233,"POINT (-122.1005195 37.6619708)"
"Alameda",6001406000,0.232,"POINT (-122.2603108 37.79237)"
"Alameda",6001440307,0.169,"POINT (-122.0486878 37.5911451)"
"Alameda",6001435700,0.228,"POINT (-122.1161142 37.6786744)"
"Alameda",6001435602,0.246,"POINT (-122.107 37.6819299)"
"Alameda",6001401800,0.264,"POINT (-122.2982554 37.8095098)"
"Alameda",6001428301,0.154,"POINT (-122.2414385 37.7344929)"
"Alameda",6001430400,0.185,"POINT (-122.1010957 37.7212084)"
"Alameda",6001430800,0.204,"POINT (-122.0650346 37.6992109)"
"Alameda",6001405402,0.232,"POINT (-122.2461006 37.7933319)"
"Alameda",6001423300,0.24,"POINT (-122.2842016 37.8573281)"
"Alameda",6001403701,0.211,"POINT (-122.2586656 37.8112134)"
"Alameda",6001440200,0.228,"POINT (-122.0225189 37.6003622)"
"Alameda",6001433102,0.193,"POINT (-122.1331241 37.7020462)"
"Alameda",6001433801,0.248,"POINT (-122.1226567 37.7049461)"
"Alameda",6001401000,0.233,"POINT (-122.2718866 37.8312043)"
"Alameda",6001427900,0.195,"POINT (-122.2582454 37.7698045)"
"Alameda",6001407400,0.285,"POINT (-122.2067479 37.7710407)"
"Alameda",6001407700,0.235,"POINT (-122.1932278 37.7765251)"
"Alameda",6001440306,0.139,"POINT (-122.0683439 37.5849957)"
"Alameda",6001440305,0.149,"POINT (-122.0746665 37.5773823)"
"Alameda",6001421600,0.178,"POINT (-122.2560313 37.8839086)"
"Alameda",6001422300,0.178,"POINT (-122.2779151 37.8740722)"
"Alameda",6001400300,0.199,"POINT (-122.2544782 37.8405841)"
"Alameda",6001438100,0.204,"POINT (-122.0389678 37.6181753)"
"Alameda",6001425102,0.16,"POINT (-122.2946351 37.8398785)"
"Alameda",6001405800,0.21,"POINT (-122.2330985 37.7939452)"
"Alameda",6001432601,0.214,"POINT (-122.1576682 37.7215214)"
"Alameda",6001440332,0.117,"POINT (-122.0858891 37.5828284)"
"Alameda",6001405301,0.214,"POINT (-122.2513558 37.8020757)"
"Alameda",6001402600,0.221,"POINT (-122.2799551 37.80427)"
"Alameda",6001402801,0.226,"POINT (-122.2707399 37.8095497)"
"Alameda",6001408100,0.201,"POINT (-122.1572103 37.7854008)"
"Alameda",6001404101,0.191,"POINT (-122.2498696 37.8300877)"
"Alameda",6001408400,0.294,"POINT (-122.1709595 37.7646056)"
"Alameda",6001430200,0.187,"POINT (-122.0615699 37.7216585)"
"Alameda",6001433103,0.256,"POINT (-122.1390414 37.7093385)"
"Alameda",6001425104,0.222,"POINT (-122.2833245 37.8326584)"
"Alameda",6001422700,0.178,"POINT (-122.2495108 37.86791)"
"Alameda",6001436900,0.243,"POINT (-122.1097205 37.6603504)"
"Alameda",6001421800,0.185,"POINT (-122.2782006 37.8802854)"
"Alameda",6001438201,0.231,"POINT (-122.0764388 37.6262681)"
"Alameda",6001428400,0.207,"POINT (-122.2559068 37.7564138)"
"Alameda",6001407101,0.277,"POINT (-122.2143965 37.7831286)"
"Alameda",6001406500,0.249,"POINT (-122.2169865 37.7880811)"
"Alameda",6001440100,0.156,"POINT (-121.9814908 37.6164242)"
"Alameda",6001404400,0.185,"POINT (-122.2149841 37.8462275)"
"Alameda",6001407500,0.308,"POINT (-122.1976093 37.769515)"
"Alameda",6001430300,0.187,"POINT (-122.0819576 37.7172764)"
"Alameda",6001437400,0.232,"POINT (-122.0876396 37.6428175)"
"Alameda",6001435102,0.199,"POINT (-122.0457895 37.655216)"
"Alameda",6001421100,0.173,"POINT (-122.2661928 37.899434)"
"Alameda",6001422800,0.18,"POINT (-122.259979 37.8667875)"
"Alameda",6001436402,0.2,"POINT (-122.0404361 37.6668223)"
"Alameda",6001423400,0.218,"POINT (-122.275884 37.8583735)"
"Alameda",6001423902,0.195,"POINT (-122.257602 37.8548712)"
"Alameda",6001405902,0.21,"POINT (-122.240953 37.7909447)"
"Alameda",6001440301,0.184,"POINT (-122.0427413 37.6012643)"
"Alameda",6001432602,0.226,"POINT (-122.1508066 37.7247163)"
"Alameda",6001430600,0.196,"POINT (-122.0969638 37.7041757)"
"Alameda",6001400700,0.235,"POINT (-122.2722661 37.8417021)"
"Alameda",6001400200,0.183,"POINT (-122.2495916 37.8481378)"
"Alameda",6001422500,0.172,"POINT (-122.2602611 37.8773391)"
"Alameda",6001437701,0.257,"POINT (-122.0697491 37.6348665)"
"Alameda",6001406201,0.259,"POINT (-122.2307359 37.7850449)"
"Alameda",6001405901,0.234,"POINT (-122.2357701 37.7877859)"
"Alameda",6001407600,0.255,"POINT (-122.2031992 37.7775293)"
"Alameda",6001403402,0.219,"POINT (-122.2651075 37.8024095)"
"Alameda",6001421400,0.193,"POINT (-122.270922 37.8883409)"
"Alameda",6001400600,0.23,"POINT (-122.2648882 37.8419909)"
"Alameda",6001440337,0.124,"POINT (-122.0108429 37.5937696)"
"Alameda",6001438400,0.188,"POINT (-122.082604 37.6184511)"
"Alameda",6001433000,0.207,"POINT (-122.1354894 37.7159042)"
"Alameda",6001427800,0.197,"POINT (-122.2690581 37.7714922)"
"Alameda",6001437101,0.167,"POINT (-122.126873 37.6059048)"
"Alameda",6001438000,0.195,"POINT (-122.0284675 37.6190827)"
"Alameda",6001409200,0.285,"POINT (-122.1778427 37.7291306)"
"Alameda",6001432400,0.224,"POINT (-122.1858996 37.7085402)"
"Alameda",6001433200,0.213,"POINT (-122.1470315 37.7017249)"
"Alameda",6001406100,0.27,"POINT (-122.2275801 37.7741755)"
"Alameda",6001408500,0.297,"POINT (-122.1785112 37.7604176)"
"Alameda",6001436301,0.202,"POINT (-122.0945904 37.6678078)"
"Alameda",6001435103,0.16,"POINT (-121.9827815 37.6516747)"
"Alameda",6001440331,0.161,"POINT (-122.0829553 37.5980622)"
"Alameda",6001430700,0.194,"POINT (-122.0822254 37.7060948)"
"Alameda",6001437300,0.228,"POINT (-122.0929895 37.6362157)"
"Alameda",6001420200,0.168,"POINT (-122.2974489 37.8944075)"
"Alameda",6001407300,0.285,"POINT (-122.2109235 37.7621786)"
"Alameda",6001406400,0.236,"POINT (-122.2217201 37.796806)"
"Alameda",6001422100,0.214,"POINT (-122.2965336 37.8733067)"
"Alameda",6001401500,0.278,"POINT (-122.2806336 37.8229286)"
"Alameda",6001427200,0.199,"POINT (-122.248255 37.780827)"
"Alameda",6001404600,0.185,"POINT (-122.1912387 37.8199301)"
"Alameda",6001433400,0.15,"POINT (-122.1772459 37.6862098)"
"Alameda",6001437702,0.266,"POINT (-122.0734492 37.638444)"
"Alameda",6001406700,0.199,"POINT (-122.2022249 37.8033164)"
"Alameda",6001436100,0.208,"POINT (-122.1236242 37.6717496)"
"Alameda",6001433300,0.176,"POINT (-122.1575782 37.6985123)"
"Alameda",6001430101,0.157,"POINT (-122.0150232 37.7272887)"
"Alameda",6001405500,0.204,"POINT (-122.243279 37.7982821)"
"Alameda",6001436602,0.227,"POINT (-122.0851944 37.6518201)"
"Alameda",6001438300,0.205,"POINT (-122.088523 37.6282241)"
"Alameda",6001401100,0.217,"POINT (-122.2638399 37.8304839)"
"Alameda",6001436601,0.261,"POINT (-122.0788946 37.6567776)"
"Alameda",6001423602,0.189,"POINT (-122.2592684 37.8631828)"
"Alameda",6001400100,0.18,"POINT (-122.2318813 37.8676563)"
"Alameda",6001410300,0.303,"POINT (-122.1661407 37.7466798)"
