"abi","archive_version_year","company","address_line_1","city","state","employee_size_location","sales_volume_location","latitude","longitude","Category"
3282670,2023,"CHURCH'S TEXAS CHICKEN","1105 W MISSION BLVD","POMONA","CA",11,651,34.055108,-117.763559,"Fast Food"
3286929,2023,"TACO BELL","17182 BEACH BLVD","HUNTINGTON BEACH","CA",16,908,33.712891,-117.988611,"Fast Food"
4003414,2023,"DENNY'S","801 SIERRA ST","KINGSBURG","CA",50,2354,36.518375,-119.560663,"Full-Service Restaurant"
4516613,2023,"MC DONALD'S","700 W PACIFIC COAST HWY","NEWPORT BEACH","CA",45,2553,33.63889,-117.875105,"Fast Food"
4516498,2023,"DEL TACO","2408 E CHAPMAN AVE","FULLERTON","CA",32,1816,33.872983,-117.889291,"Fast Food"
4516506,2023,"DEL TACO","1720 SUPERIOR AVE","COSTA MESA","CA",40,2173,33.636521,-117.92288,"Fast Food"
4516688,2023,"MC DONALD'S","1526 W EDINGER AVE","SANTA ANA","CA",81,2326,33.726888,-117.888925,"Fast Food"
4516944,2023,"SIZZLER","1401 N HARBOR BLVD","FULLERTON","CA",20,1135,33.883871,-117.925692,"Full-Service Restaurant"
4706917,2023,"WIENERSCHNITZEL","2931 NILES ST","BAKERSFIELD","CA",10,518,35.375662,-118.952757,"Fast Food"
6980791,2023,"DEL TACO","1155 BAKER ST","COSTA MESA","CA",29,1646,33.679796,-117.905981,"Fast Food"
100014240,2023,"MC DONALD'S","8875 LIMONITE AVE","RIVERSIDE","CA",45,2306,33.9757,-117.47667,"Fast Food"
100029602,2023,"MC DONALD'S","825 E IMPERIAL HWY","BREA","CA",48,2723,33.913934,-117.892615,"Fast Food"
100031970,2023,"ROUND TABLE PIZZA ROYALTY","732 N BREA BLVD","BREA","CA",8,454,33.93045,-117.89394,"Fast Food"
100034719,2023,"WIENERSCHNITZEL","250 E LAMBERT RD","BREA","CA",17,965,33.924593,-117.89408,"Fast Food"
100046259,2023,"FLAME BROILER","2200 HARBOR BLVD # E110","COSTA MESA","CA",15,851,33.654547,-117.917787,"Fast Casual"
100048636,2023,"CARL'S JR","1550 ADAMS AVE","COSTA MESA","CA",18,1022,33.673555,-117.921785,"Fast Food"
100051457,2023,"DENNY'S","3170 HARBOR BLVD","COSTA MESA","CA",37,2099,33.686354,-117.919043,"Full-Service Restaurant"
100060912,2023,"DEL TACO","2956 BRISTOL ST","COSTA MESA","CA",25,1419,33.678743,-117.885466,"Fast Food"
100097658,2023,"CARL'S JR","34312 PACIFIC COAST HWY","DANA POINT","CA",20,1135,33.464808,-117.685657,"Fast Food"
100103092,2023,"CHUCK E CHEESE'S","26538 MOULTON PKWY # H","LAGUNA HILLS","CA",60,3404,33.577446,-117.702554,"Fast Food"
100107531,2023,"MC DONALD'S","23742 ROCKFIELD BLVD","LAKE FOREST","CA",39,2213,33.627782,-117.716234,"Fast Food"
100110311,2023,"SIZZLER","23501 EL TORO RD","LAKE FOREST","CA",32,1816,33.620973,-117.700605,"Full-Service Restaurant"
100115658,2023,"CARL'S JR/GREEN BURRITO","3240 YORBA LINDA BLVD","FULLERTON","CA",22,1248,33.888201,-117.868509,"Fast Food"
100123900,2023,"ROUND TABLE PIZZA ROYALTY","2506 E CHAPMAN AVE","FULLERTON","CA",24,1362,33.873682,-117.887315,"Fast Food"
100130384,2023,"DENNY'S","1375 S HARBOR BLVD","FULLERTON","CA",34,1929,33.857689,-117.924938,"Full-Service Restaurant"
100132786,2023,"IHOP","151 W ORANGETHORPE AVE","FULLERTON","CA",12,752,33.859764,-117.926398,"Full-Service Restaurant"
100132869,2023,"JACK IN THE BOX","1010 N HARBOR BLVD","FULLERTON","CA",13,738,33.879896,-117.924089,"Fast Food"
100133982,2023,"MC DONALD'S","119 E CHAPMAN AVE","FULLERTON","CA",36,2043,33.874216,-117.923232,"Fast Food"
100136290,2023,"TACO BELL","131 E ORANGETHORPE AVE","FULLERTON","CA",28,1589,33.859836,-117.923129,"Fast Food"
100142249,2023,"MC DONALD'S","1341 S BROOKHURST RD","FULLERTON","CA",50,2837,33.858361,-117.959637,"Fast Food"
100144286,2023,"TACO BELL","23010 SUNNYMEAD BLVD","MORENO VALLEY","CA",26,1333,33.940002,-117.261065,"Fast Food"
100153030,2023,"WENDY'S","2810 IMPERIAL HWY","FULLERTON","CA",30,1702,33.910087,-117.881424,"Fast Food"
100159607,2023,"KFC","12861 HARBOR BLVD","GARDEN GROVE","CA",24,1362,33.77676,-117.916083,"Fast Food"
100160464,2023,"MC DONALD'S","12542 HARBOR BLVD","GARDEN GROVE","CA",35,1986,33.780932,-117.914425,"Fast Food"
100162684,2023,"RED LOBSTER","12892 HARBOR BLVD","GARDEN GROVE","CA",80,4539,33.775096,-117.917551,"Full-Service Restaurant"
100164086,2023,"WENDY'S","10040 CHAPMAN AVE","GARDEN GROVE","CA",20,1135,33.788329,-117.957829,"Fast Food"
100168004,2023,"MC DONALD'S","9845 CHAPMAN AVE","GARDEN GROVE","CA",57,3234,33.788896,-117.961165,"Fast Food"
100173996,2023,"CHUCK E CHEESE'S","13101 HARBOR BLVD # 25","GARDEN GROVE","CA",80,3775,33.772991,-117.921474,"Fast Food"
100174754,2023,"DENNY'S","13302 HARBOR BLVD","GARDEN GROVE","CA",40,2270,33.769595,-117.920048,"Full-Service Restaurant"
100190230,2023,"ARBY'S","19051 BROOKHURST ST","HUNTINGTON BEACH","CA",19,1078,33.685944,-117.954605,"Fast Food"
100191006,2023,"CARL'S JR","9022 ADAMS AVE","HUNTINGTON BEACH","CA",20,1135,33.671597,-117.970713,"Fast Food"
100202985,2023,"BURGER KING","16331 BEACH BLVD","HUNTINGTON BEACH","CA",17,965,33.724956,-117.989879,"Fast Food"
100194372,2023,"LITTLE CAESARS","9941 YORKTOWN AVE","HUNTINGTON BEACH","CA",17,965,33.680118,-117.954975,"Fast Food"
100195106,2023,"DEL TACO","21401 BROOKHURST ST","HUNTINGTON BEACH","CA",24,1362,33.651785,-117.954107,"Fast Food"
100201508,2023,"ARBY'S","7942 EDINGER AVE","HUNTINGTON BEACH","CA",17,965,33.729831,-117.990072,"Fast Food"
100203546,2023,"CARL'S JR","6882 WARNER AVE","HUNTINGTON BEACH","CA",16,908,33.715068,-118.008886,"Fast Food"
100203991,2023,"CHUCK E CHEESE'S","15511 EDWARDS ST # 25","HUNTINGTON BEACH","CA",42,2383,33.736784,-118.016632,"Fast Food"
100211549,2023,"MC DONALD'S","6561 EDINGER AVE","HUNTINGTON BEACH","CA",49,2780,33.730403,-118.014313,"Fast Food"
100218296,2023,"WENDY'S","16082 GOLDENWEST ST","HUNTINGTON BEACH","CA",32,1816,33.729199,-118.006363,"Fast Food"
100222363,2023,"CARL'S JR/GREEN BURRITO","19512 BEACH BLVD","HUNTINGTON BEACH","CA",22,1248,33.679125,-117.988166,"Fast Food"
100223353,2023,"DENNY'S","18477 BEACH BLVD","HUNTINGTON BEACH","CA",40,2270,33.69416,-117.989689,"Full-Service Restaurant"
100227289,2023,"MC DONALD'S","20362 BEACH BLVD","HUNTINGTON BEACH","CA",38,2156,33.666521,-117.988042,"Fast Food"
100229269,2023,"ROUND TABLE PIZZA ROYALTY","19750 BEACH BLVD","HUNTINGTON BEACH","CA",32,1816,33.675829,-117.987101,"Fast Food"
100231414,2023,"WIENERSCHNITZEL","18012 BEACH BLVD","HUNTINGTON BEACH","CA",10,568,33.700966,-117.988666,"Fast Food"
100234269,2023,"CARL'S JR/GREEN BURRITO","16031 BOLSA CHICA ST","HUNTINGTON BEACH","CA",25,1419,33.729215,-118.042019,"Fast Food"
100276294,2023,"BENIHANA","4250 BIRCH ST","NEWPORT BEACH","CA",98,5560,33.666825,-117.867002,"Full-Service Restaurant"
100329077,2023,"DENNY'S","1695 E LINCOLN AVE","ORANGE","CA",48,2723,33.836021,-117.836998,"Full-Service Restaurant"
100331966,2023,"DEL TACO","1440 E LINCOLN AVE","ORANGE","CA",55,2173,33.834558,-117.838444,"Fast Food"
100334507,2023,"TOGO'S","2233 N TUSTIN ST # C","ORANGE","CA",10,568,33.824998,-117.835608,"Fast Casual"
100354422,2023,"KFC","708 N TUSTIN ST","ORANGE","CA",18,1022,33.798772,-117.836011,"Fast Food"
100355858,2023,"MC DONALD'S","606 N TUSTIN ST","ORANGE","CA",47,2667,33.796946,-117.83615,"Fast Food"
100363175,2023,"WENDY'S","1237 N TUSTIN ST","ORANGE","CA",26,1475,33.808444,-117.834521,"Fast Food"
100373091,2023,"MC DONALD'S","1839 W CHAPMAN AVE","ORANGE","CA",60,3404,33.788306,-117.872944,"Fast Food"
100378918,2023,"WIENERSCHNITZEL","2205 W CHAPMAN AVE","ORANGE","CA",5,284,33.78815,-117.876456,"Fast Food"
100380369,2023,"CARL'S JR/GREEN BURRITO","3510 E CHAPMAN AVE","ORANGE","CA",25,1419,33.787328,-117.815945,"Fast Food"
100381177,2023,"EL POLLO LOCO","18571 E CHAPMAN AVE","ORANGE","CA",25,1419,33.78799,-117.808232,"Fast Casual"
100389618,2023,"FARMER BOYS","4150 E LA PALMA AVE","ANAHEIM","CA",12,681,33.858978,-117.82623,"Fast Casual"
100389915,2023,"FOSTERS FREEZE","131 W CHAPMAN AVE","PLACENTIA","CA",3,171,33.872622,-117.871196,"Fast Food"
100391143,2023,"KFC","1404 N KRAEMER BLVD","PLACENTIA","CA",13,738,33.88725,-117.86315,"Fast Food"
100392042,2023,"MC DONALD'S","164 E YORBA LINDA BLVD","PLACENTIA","CA",30,1702,33.88763,-117.86432,"Fast Food"
100400613,2023,"DENNY'S","529 E AVENIDA PICO","SAN CLEMENTE","CA",35,1986,33.438758,-117.623607,"Full-Service Restaurant"
100410059,2023,"CARL'S JR","31852 DEL OBISPO ST","SAN JUAN CPSTRNO","CA",31,1759,33.500386,-117.659488,"Fast Food"
100425834,2023,"YOSHINOYA","14510 NEWPORT AVE","TUSTIN","CA",17,965,33.73223,-117.827624,"Fast Casual"
100435395,2023,"JACK IN THE BOX","17401 17TH ST","TUSTIN","CA",20,1135,33.760179,-117.827469,"Fast Food"
100438597,2023,"MIMI'S BISTRO + BAKERY","17231 17TH ST","TUSTIN","CA",105,5957,33.75967,-117.82945,"Full-Service Restaurant"
100461672,2023,"KFC","6641 WESTMINSTER BLVD","WESTMINSTER","CA",15,851,33.75949,-118.012384,"Fast Food"
100471291,2023,"WIENERSCHNITZEL","13872 GOLDENWEST ST","WESTMINSTER","CA",10,568,33.760846,-118.006865,"Fast Food"
100475912,2023,"KFC","17580 YORBA LINDA BLVD","YORBA LINDA","CA",20,1135,33.887417,-117.828098,"Fast Food"
100476514,2023,"MIMI'S BISTRO + BAKERY","18342 IMPERIAL HWY","YORBA LINDA","CA",100,5673,33.888834,-117.813995,"Full-Service Restaurant"
100477280,2023,"ROUND TABLE PIZZA ROYALTY","18518 YORBA LINDA BLVD","YORBA LINDA","CA",25,1419,33.889833,-117.810658,"Fast Food"
100480987,2023,"DENNY'S","24445 ALICIA PKWY","MISSION VIEJO","CA",60,3404,33.607147,-117.690064,"Full-Service Restaurant"
100481993,2023,"MC DONALD'S","26902 TRABUCO RD","MISSION VIEJO","CA",30,1702,33.621619,-117.660716,"Fast Food"
100494012,2023,"BURGER KING","701 N MAIN ST","SANTA ANA","CA",18,1022,33.750845,-117.867339,"Fast Food"
100494608,2023,"CARL'S JR/GREEN BURRITO","1943 E 17TH ST","SANTA ANA","CA",21,1192,33.760247,-117.83726,"Fast Food"
100508894,2023,"POPEYES","1244 E 17TH ST","SANTA ANA","CA",10,568,33.759658,-117.853252,"Fast Food"
100510692,2023,"ROUND TABLE PIZZA ROYALTY","1212 E 17TH ST","SANTA ANA","CA",5,382,33.759195,-117.853563,"Fast Food"
100515766,2023,"WENDY'S","1737 E 17TH ST","SANTA ANA","CA",15,851,33.760266,-117.842672,"Fast Food"
100521152,2023,"JACK IN THE BOX","820 N HARBOR BLVD","SANTA ANA","CA",24,1362,33.752097,-117.920549,"Fast Food"
100530468,2023,"CARL'S JR","2511 S BRISTOL ST","SANTA ANA","CA",28,1589,33.713207,-117.885015,"Fast Food"
100530476,2023,"CARL'S JR","3325 S HARBOR BLVD","SANTA ANA","CA",33,1872,33.702858,-117.919006,"Fast Food"
100532738,2023,"EL POLLO LOCO","2501 S BRISTOL ST","SANTA ANA","CA",23,1305,33.71274,-117.88532,"Fast Casual"
100536457,2023,"KFC","762 S HARBOR BLVD","SANTA ANA","CA",17,965,33.737644,-117.920511,"Fast Food"
100537984,2023,"MC DONALD'S","3810 S BRISTOL ST","SANTA ANA","CA",59,3347,33.696676,-117.885869,"Fast Food"
100538008,2023,"MC DONALD'S","666 S HARBOR BLVD","SANTA ANA","CA",52,2950,33.738507,-117.920507,"Fast Food"
100541440,2023,"ROUND TABLE PIZZA ROYALTY","2860 S BRISTOL ST # C2","SANTA ANA","CA",18,1022,33.70795,-117.88552,"Fast Food"
100543032,2023,"SUBWAY","3725 S BRISTOL ST","SANTA ANA","CA",9,511,33.697896,-117.885328,"Fast Food"
100551720,2023,"CARL'S JR/GREEN BURRITO","1720 E DYER RD","SANTA ANA","CA",20,1135,33.708106,-117.849354,"Fast Food"
100551738,2023,"CARL'S JR","1809 E EDINGER AVE","SANTA ANA","CA",29,1646,33.7269,-117.84244,"Fast Food"
100576602,2023,"EL POLLO LOCO","1909 N MAIN ST","SANTA ANA","CA",16,908,33.762321,-117.867166,"Fast Casual"
100578517,2023,"MC DONALD'S","1501 N BRISTOL ST","SANTA ANA","CA",32,1816,33.761745,-117.8732,"Fast Food"
100584259,2023,"CARL'S JR","2092 SE BRISTOL ST","NEWPORT BEACH","CA",24,1362,33.660809,-117.874717,"Fast Food"
100587971,2023,"KFC","1345 S MAIN ST","SANTA ANA","CA",15,851,33.73012,-117.867493,"Fast Food"
100588920,2023,"MC DONALD'S","290 BRISTOL ST","COSTA MESA","CA",40,2270,33.667204,-117.882146,"Fast Food"
100605591,2023,"KFC","17239 BROOKHURST ST","FOUNTAIN VALLEY","CA",8,454,33.712813,-117.954955,"Fast Food"
100606854,2023,"MC DONALD'S","18962 BROOKHURST ST","FOUNTAIN VALLEY","CA",35,1986,33.687735,-117.953564,"Fast Food"
100614221,2023,"WENDY'S","17940 BROOKHURST ST","FOUNTAIN VALLEY","CA",35,1986,33.702633,-117.95382,"Fast Food"
100621390,2023,"CARL'S JR","4770 IRVINE BLVD","IRVINE","CA",18,1022,33.713519,-117.760415,"Fast Food"
100621408,2023,"CARL'S JR/GREEN BURRITO","4960 BARRANCA PKWY","IRVINE","CA",19,1078,33.675895,-117.794539,"Fast Food"
100632686,2023,"MC DONALD'S","15459 CULVER DR","IRVINE","CA",40,2270,33.694948,-117.799819,"Fast Food"
100632694,2023,"MC DONALD'S","1780 MAIN ST","IRVINE","CA",35,1986,33.685575,-117.856927,"Fast Food"
100643188,2023,"WIENERSCHNITZEL","14705 JEFFREY RD","IRVINE","CA",8,454,33.689241,-117.771363,"Fast Food"
100647437,2023,"CARL'S JR","18032 CULVER DR","IRVINE","CA",27,1532,33.66502,-117.82686,"Fast Food"
100666007,2023,"DEL TACO","1290 N EUCLID ST","ANAHEIM","CA",20,1135,33.852465,-117.941302,"Fast Food"
100671957,2023,"MC DONALD'S","3210 W LINCOLN AVE","ANAHEIM","CA",50,2837,33.831598,-118.002718,"Fast Food"
100682590,2023,"BURGER KING","510 S EUCLID ST","ANAHEIM","CA",17,965,33.825455,-117.940936,"Fast Food"
100682921,2023,"CARL'S JR/GREEN BURRITO","2119 S HARBOR BLVD","ANAHEIM","CA",23,1305,33.795363,-117.915442,"Fast Food"
100683937,2023,"DENNY'S","1610 S HARBOR BLVD","ANAHEIM","CA",80,3913,33.8079,-117.91414,"Full-Service Restaurant"
100683945,2023,"DENNY'S","210 S EUCLID ST","ANAHEIM","CA",30,1702,33.831343,-117.941161,"Full-Service Restaurant"
100704659,2023,"TACO BELL","8972 KATELLA AVE","ANAHEIM","CA",19,1078,33.802765,-117.97606,"Fast Food"
100711126,2023,"CARL'S JR/GREEN BURRITO","275 S HARBOR BLVD","ANAHEIM","CA",10,568,33.83216,-117.919224,"Fast Food"
100716216,2023,"KFC","131 W BALL RD","ANAHEIM","CA",12,681,33.818414,-117.90967,"Fast Food"
100718972,2023,"ORIGINAL PANCAKE HOUSE","1418 E LINCOLN AVE","ANAHEIM","CA",19,1078,33.838904,-117.8981,"Full-Service Restaurant"
100727569,2023,"BENIHANA","2100 E BALL RD","ANAHEIM","CA",80,4539,33.81772,-117.887331,"Full-Service Restaurant"
100728211,2023,"BURGER KING","2210 E LINCOLN AVE","ANAHEIM","CA",18,1022,33.839091,-117.885781,"Fast Food"
100729102,2023,"CARL'S JR/GREEN BURRITO","1189 S STATE COLLEGE BLVD","ANAHEIM","CA",30,1702,33.818864,-117.889605,"Fast Food"
100729110,2023,"CARL'S JR/GREEN BURRITO","2820 E LINCOLN AVE","ANAHEIM","CA",25,1419,33.836593,-117.870929,"Fast Food"
100729128,2023,"CARL'S JR","3110 E LA PALMA AVE","ANAHEIM","CA",34,1929,33.850847,-117.856577,"Fast Food"
100735166,2023,"JACK IN THE BOX","100 S STATE COLLEGE BLVD","ANAHEIM","CA",15,851,33.840959,-117.888871,"Fast Food"
100735687,2023,"KFC","2026 E LINCOLN AVE","ANAHEIM","CA",18,1022,33.839446,-117.887826,"Fast Food"
100737980,2023,"DEL TACO","2801 E LINCOLN AVE","ANAHEIM","CA",21,1192,33.837393,-117.871424,"Fast Food"
100737998,2023,"DEL TACO","2112 S STATE COLLEGE BLVD","ANAHEIM","CA",22,1248,33.795566,-117.888833,"Fast Food"
100745413,2023,"WIENERSCHNITZEL","101 N STATE COLLEGE BLVD","ANAHEIM","CA",12,681,33.841329,-117.8895,"Fast Food"
100748953,2023,"CARL'S JR","5701 E LA PALMA AVE","ANAHEIM","CA",31,1759,33.860053,-117.789774,"Fast Food"
100755933,2023,"TOGO'S","5642 E LA PALMA AVE # 104","ANAHEIM","CA",17,965,33.858612,-117.791167,"Fast Casual"
100760594,2023,"BURGER KING","21 W MAIN ST","VENTURA","CA",18,955,34.281417,-119.301091,"Fast Food"
100762590,2023,"DENNY'S","2148 HARBOR BLVD","VENTURA","CA",30,1591,34.267043,-119.271722,"Full-Service Restaurant"
100767219,2023,"MC DONALD'S","2137 HARBOR BLVD","VENTURA","CA",45,2386,34.266509,-119.272329,"Fast Food"
100773225,2023,"WIENERSCHNITZEL","2172 HARBOR BLVD","VENTURA","CA",10,531,34.266892,-119.271533,"Fast Food"
100781251,2023,"BURGER KING","5950 TELEGRAPH RD","VENTURA","CA",25,1326,34.27773,-119.214136,"Fast Food"
100782093,2023,"CARL'S JR","2427 E THOMPSON BLVD","VENTURA","CA",36,1909,34.273515,-119.264439,"Fast Food"
100786532,2023,"FOSTERS FREEZE","4121 TELEGRAPH RD","VENTURA","CA",9,478,34.274871,-119.238504,"Fast Food"
100791888,2023,"MC DONALD'S","5980 TELEGRAPH RD","VENTURA","CA",50,2651,34.277826,-119.21366,"Fast Food"
100791896,2023,"MC DONALD'S","4110 E MAIN ST","VENTURA","CA",56,2969,34.262571,-119.237056,"Fast Food"
100801646,2023,"WENDY'S","2662 E THOMPSON BLVD","VENTURA","CA",21,1114,34.272164,-119.261045,"Fast Food"
100811249,2023,"CARL'S JR","401 LAS POSAS RD","CAMARILLO","CA",10,531,34.221451,-119.070344,"Fast Food"
100812833,2023,"DENNY'S","1659 E DAILY DR","CAMARILLO","CA",50,2651,34.218125,-119.048153,"Full-Service Restaurant"
100816107,2023,"KFC","2350 LAS POSAS RD","CAMARILLO","CA",16,849,34.234972,-119.03822,"Fast Food"
100822444,2023,"WENDY'S","307 ARNEILL RD","CAMARILLO","CA",11,653,34.220731,-119.040365,"Fast Food"
100825280,2023,"FOSTERS FREEZE","5205 CARPINTERIA AVE","CARPINTERIA","CA",15,802,34.397038,-119.51648,"Fast Food"
100831064,2023,"TACO BELL","800 W VENTURA ST","FILLMORE","CA",20,1061,34.395463,-118.92038,"Fast Food"
100848373,2023,"BURGER KING","2001 N OXNARD BLVD","OXNARD","CA",22,1167,34.221346,-119.177924,"Fast Food"
100848985,2023,"CARL'S JR","2301 N OXNARD BLVD","OXNARD","CA",25,1326,34.226731,-119.178072,"Fast Food"
100851849,2023,"DEL TACO","601 S VENTURA RD","OXNARD","CA",28,1485,34.19629,-119.195132,"Fast Food"
100852425,2023,"IHOP","1931 N OXNARD BLVD","OXNARD","CA",35,1856,34.219855,-119.17757,"Full-Service Restaurant"
100852649,2023,"EL POLLO LOCO","200 W VINEYARD AVE","OXNARD","CA",18,955,34.225848,-119.178863,"Fast Casual"
100868223,2023,"WENDY'S","2551 E VINEYARD AVE","OXNARD","CA",21,1114,34.233971,-119.172273,"Fast Food"
100871110,2023,"CARL'S JR","3255 SAVIERS RD","OXNARD","CA",30,1591,34.169962,-119.178148,"Fast Food"
100873942,2023,"KFC","3351 SAVIERS RD","OXNARD","CA",21,1114,34.16919,-119.17776,"Fast Food"
100879386,2023,"CARL'S JR","717 W CHANNEL ISLANDS BLVD","PORT HUENEME","CA",24,1273,34.176434,-119.218904,"Fast Food"
100880772,2023,"KFC","351 E CHANNEL ISLANDS BLVD","PORT HUENEME","CA",25,1326,34.176057,-119.195518,"Fast Food"
100886589,2023,"JACK IN THE BOX","306 S PALM AVE","SANTA PAULA","CA",31,1644,34.346519,-119.069895,"Fast Food"
100886795,2023,"KFC","150 E HARVARD BLVD","SANTA PAULA","CA",14,743,34.346453,-119.070296,"Fast Food"
100892728,2023,"CARL'S JR/GREEN BURRITO","5786 E LOS ANGELES AVE","SIMI VALLEY","CA",28,1485,34.271336,-118.679276,"Fast Food"
100897784,2023,"TACO BELL","2360 TAPO ST","SIMI VALLEY","CA",26,1379,34.278737,-118.707921,"Fast Food"
100903129,2023,"BURGER KING","1152 E LOS ANGELES AVE","SIMI VALLEY","CA",18,955,34.271354,-118.777418,"Fast Food"
100903392,2023,"CARL'S JR","2402 ERRINGER RD","SIMI VALLEY","CA",24,1273,34.279709,-118.76077,"Fast Food"
100904366,2023,"DEL TACO","2990 COCHRAN ST","SIMI VALLEY","CA",37,1962,34.27829,-118.737903,"Fast Food"
100907450,2023,"MC DONALD'S","1495 E LOS ANGELES AVE","SIMI VALLEY","CA",60,3181,34.272263,-118.770427,"Fast Food"
100908474,2023,"POPEYES","1883 ERRINGER RD","SIMI VALLEY","CA",7,388,34.270752,-118.761793,"Fast Food"
100912344,2023,"WENDY'S","1613 E LOS ANGELES AVE","SIMI VALLEY","CA",25,1326,34.272113,-118.767228,"Fast Food"
100912435,2023,"WIENERSCHNITZEL","1508 E LOS ANGELES AVE","SIMI VALLEY","CA",8,425,34.271339,-118.769626,"Fast Food"
100957307,2023,"TACO BELL","821 N MILPAS ST","SANTA BARBARA","CA",20,1069,34.429547,-119.690079,"Fast Food"
100966480,2023,"JACK IN THE BOX","3747 STATE ST","SANTA BARBARA","CA",20,1069,34.440182,-119.744145,"Fast Food"
100979921,2023,"KFC","515 N MILPAS ST","SANTA BARBARA","CA",14,749,34.426575,-119.686068,"Fast Food"
100996974,2023,"KFC","5697 CALLE REAL","GOLETA","CA",15,802,34.44079,-119.82339,"Fast Food"
101001295,2023,"TACO BELL","5980 HOLLISTER AVE","GOLETA","CA",4,471,34.436483,-119.830485,"Fast Food"
101002269,2023,"WENDY'S","5724 HOLLISTER AVE","GOLETA","CA",23,1230,34.435969,-119.824232,"Fast Food"
101009801,2023,"DENNY'S","25026 W DORRIS AVE","COALINGA","CA",36,1695,36.255593,-120.249091,"Full-Service Restaurant"
101018141,2023,"KFC","812 CECIL AVE","DELANO","CA",28,1450,35.77585,-119.24811,"Fast Food"
101030203,2023,"BURGER KING","301 W LACEY BLVD","HANFORD","CA",46,1542,36.327501,-119.649501,"Fast Food"
101039543,2023,"TACO BELL","1796 W LACEY BLVD","HANFORD","CA",30,1006,36.32819,-119.67399,"Fast Food"
101043461,2023,"CARL'S JR","33300 HUBERT WAY","KETTLEMAN CITY","CA",17,570,36.01062,-119.96105,"Fast Food"
101055945,2023,"MC DONALD'S","208 N HIGHWAY 65","LINDSAY","CA",40,1937,36.20294,-119.103043,"Fast Food"
101057032,2023,"CARL'S JR/GREEN BURRITO","21937 HIGHWAY 46","LOST HILLS","CA",21,1088,35.61606,-119.6953,"Fast Food"
101062909,2023,"BURGER KING","1092 W HENDERSON AVE","PORTERVILLE","CA",25,1211,36.080864,-119.041424,"Fast Food"
101065555,2023,"FOSTERS FREEZE","192 S MAIN ST","PORTERVILLE","CA",6,291,36.06198,-119.016285,"Fast Food"
101067056,2023,"JACK IN THE BOX","390 W OLIVE AVE","PORTERVILLE","CA",32,1550,36.066148,-119.025807,"Fast Food"
101068393,2023,"MC DONALD'S","1355 W HENDERSON AVE","PORTERVILLE","CA",67,3245,36.079864,-119.047251,"Fast Food"
101071587,2023,"ROUND TABLE PIZZA ROYALTY","1138 W HENDERSON AVE","PORTERVILLE","CA",29,1405,36.08088,-119.04246,"Fast Food"
101073021,2023,"TACO BELL","450 W OLIVE AVE","PORTERVILLE","CA",35,1695,36.066235,-119.027449,"Fast Food"
101074086,2023,"WENDY'S","860 W HENDERSON AVE","PORTERVILLE","CA",30,1453,36.080902,-119.03645,"Fast Food"
101089274,2023,"BURGER KING","1255 N BLACKSTONE ST","TULARE","CA",30,1453,36.225011,-119.335544,"Fast Food"
101089530,2023,"CARL'S JR","85 S TOWER SQ","TULARE","CA",23,1114,36.208035,-119.350705,"Fast Food"
101092468,2023,"JACK IN THE BOX","444 E TULARE AVE","TULARE","CA",32,1550,36.208839,-119.342584,"Fast Food"
101092872,2023,"KFC","845 E PROSPERITY AVE","TULARE","CA",28,1356,36.225547,-119.336108,"Fast Food"
101093292,2023,"LONG JOHN SILVER'S","969 E PROSPERITY AVE","TULARE","CA",14,678,36.224311,-119.333276,"Fast Food"
101093631,2023,"MC DONALD'S","768 E PROSPERITY AVE","TULARE","CA",43,2083,36.226297,-119.337357,"Fast Food"
101096162,2023,"TACO BELL","510 E TULARE AVE","TULARE","CA",27,1308,36.209064,-119.341731,"Fast Food"
101099422,2023,"A & W RESTAURANTS","2611 S MOONEY BLVD","VISALIA","CA",19,921,36.307023,-119.314224,"Fast Food"
101101186,2023,"CARL'S JR/GREEN BURRITO","3350 S MOONEY BLVD","VISALIA","CA",23,1114,36.300558,-119.313122,"Fast Food"
101101194,2023,"CARL'S JR/GREEN BURRITO","501 S CHINOWTH ST","VISALIA","CA",25,1211,36.326667,-119.33671,"Fast Food"
101103125,2023,"FOSTERS FREEZE","1023 S MOONEY BLVD","VISALIA","CA",16,775,36.321456,-119.31442,"Fast Food"
101104495,2023,"JACK IN THE BOX","1120 S MOONEY BLVD","VISALIA","CA",39,1889,36.32054,-119.313538,"Fast Food"
101105385,2023,"LONG JOHN SILVER'S","3222 S MOONEY BLVD","VISALIA","CA",16,775,36.301964,-119.313324,"Fast Food"
101107662,2023,"ROUND TABLE PIZZA ROYALTY","1691 E NOBLE AVE","VISALIA","CA",26,1259,36.325042,-119.274498,"Fast Food"
101108272,2023,"CHUCK E CHEESE'S","4345 W NOBLE AVE # 107","VISALIA","CA",45,2179,36.325999,-119.339402,"Fast Food"
101108512,2023,"SIZZLER","2121 W CALDWELL AVE","VISALIA","CA",48,2325,36.298215,-119.31464,"Full-Service Restaurant"
101110427,2023,"WENDY'S","2545 S MOONEY BLVD","VISALIA","CA",9,653,36.307334,-119.314213,"Fast Food"
101111888,2023,"BURGER KING","2101 HIGHWAY 46","WASCO","CA",18,932,35.601251,-119.349525,"Fast Food"
101128858,2023,"MC DONALD'S","3636 S MOONEY BLVD","VISALIA","CA",63,3051,36.297698,-119.313082,"Fast Food"
